credit_limit,gender,education,marital_status,age,pay_status_1,pay_status_2,pay_status_3,pay_status_4,pay_status_5,pay_status_6,bill_amount_1,bill_amount_2,bill_amount_3,bill_amount_4,bill_amount_5,bill_amount_6,payment_amount_1,payment_amount_2,payment_amount_3,payment_amount_4,payment_amount_5,payment_amount_6,default_next_month,num_delayed_payments,max_payment_delay,avg_payment_delay,recent_payment_delay,avg_bill_amount,avg_payment_amount,total_bill_amount,total_payment_amount,payment_to_bill_ratio,credit_utilization,avg_positive_bill,payment_std,recent_payment_amount,recent_bill_amount,recent_payment_ratio,payment_behavior_score,payment_success,payment_failure
20000,1,2,1,32,0,0,2,0,0,0,19468,20844,19362,19402,19607,19821,3000,0,850,920,750,300,1,1,2,0.3333333333333333,0,19750.666666666668,970.0,118504,5820,0.049112266252615944,0.9875333333333334,19750.666666666668,1056.0303025955268,3000,19468,0.15409903431271832,0.9583333333333334,0,1
50000,2,3,1,52,0,0,2,-1,0,0,22916,13238,346,14580,11231,10804,1656,0,14580,500,458,873,1,1,2,0.3333333333333333,0,12185.833333333334,3011.1666666666665,73115,18067,0.24710387745332696,0.2437166666666667,12185.833333333334,5694.5215924313325,1656,22916,0.07226392040495723,0.9583333333333334,0,1
190000,2,1,1,30,-1,-1,-1,-1,-1,-1,6936,500,0,19000,19000,19000,500,0,19000,19000,19000,19000,0,0,0,0.0,0,10739.333333333334,12750.0,64436,76500,1.1872245328698243,0.056522807017543863,10739.333333333334,9683.749273912455,500,6936,0.07208765859284891,1.0,1,0
140000,1,2,1,36,-1,-1,0,0,0,0,780,16570,17378,12568,15678,15620,16570,1220,3000,3500,332,390,0,0,0,0.0,0,13099.0,4168.666666666667,78594,25012,0.3182431228846986,0.09356428571428571,13099.0,6217.699467380734,16570,780,5.0,1.0,1,0
70000,2,2,1,40,0,0,0,0,0,0,69341,19472,22066,23515,10990,0,2000,3000,2000,3000,0,150,0,0,0,0.0,0,24230.666666666668,1691.6666666666667,145384,10150,0.06981511032850933,0.346152380952381,24230.666666666668,1330.570053272907,2000,69341,0.02884296447988924,1.0,1,0
150000,2,1,2,36,0,0,-2,-2,-2,-2,15447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2574.5,0.0,15447,0,0.0,0.017163333333333333,2574.5,0.0,0,15447,0.0,1.0,1,0
140000,2,2,2,29,0,0,0,0,0,0,128583,132734,132135,126622,127495,119304,7000,5000,5000,6000,6000,5300,0,0,0,0.0,0,127812.16666666667,5716.666666666667,766873,34300,0.04472709301279351,0.9129440476190477,127812.16666666667,775.6717518813397,7000,128583,0.054439544885404756,1.0,1,0
50000,1,2,2,27,2,0,0,0,0,0,48387,47637,48479,18616,19196,17906,2300,2100,1000,1000,1000,680,1,1,2,0.3333333333333333,2,33370.166666666664,1346.6666666666667,200221,8080,0.04035540727496117,0.6674033333333332,33370.166666666664,675.4751414128181,2300,48387,0.047533428400190134,0.9583333333333334,0,1
350000,2,1,1,55,-1,-1,-1,-1,-1,-1,3518,1931,1630,7461,4124,1261,1935,1630,7461,4124,1261,2798,0,0,0,0.0,0,3320.8333333333335,3201.5,19925,19209,0.9640652446675031,0.009488095238095238,3320.8333333333335,2323.6322213293565,1935,3518,0.5500284252416145,1.0,1,0
80000,1,2,2,53,3,2,0,0,0,0,35637,34783,36198,37094,38489,40341,0,2000,1500,2000,2500,2000,1,2,3,0.8333333333333334,3,37090.333333333336,1666.6666666666667,222542,10000,0.044935338048548136,0.4636291666666667,37090.333333333336,875.5950357709131,0,35637,0.0,0.8958333333333334,0,1
400000,1,1,2,34,1,-2,-2,-1,-1,0,-5,-5,-5,1299,4374,4986,0,0,1304,4375,1025,2952,0,1,1,0.16666666666666666,1,1774.0,1609.3333333333333,10644,9656,0.9071777527245396,0.00444125,1776.5,1735.8713854046523,0,-5,0.0,0.9791666666666666,1,0
170000,2,1,1,38,0,0,0,0,0,0,71712,70194,43210,23096,23397,27817,3332,7770,5000,3000,5000,25000,0,0,0,0.0,0,43237.666666666664,8183.666666666667,259426,49102,0.18927169982962386,0.2543392156862745,43237.666666666664,8410.002655568347,3332,71712,0.0464636323070058,1.0,1,0
20000,2,2,3,47,1,2,0,0,0,0,9325,8562,9571,9912,10036,10400,1000,1159,500,432,600,0,0,2,2,0.5,1,9634.333333333334,615.1666666666666,57806,3691,0.06385150330415527,0.4817166666666667,9634.333333333334,416.97118205778526,1000,9325,0.10723860589812333,0.9375,1,0
450000,1,1,1,40,-1,-1,2,0,0,0,22861,19093,6576,9133,6918,12382,6596,0,6918,4351,8161,0,0,1,2,0.3333333333333333,0,12827.166666666666,4337.666666666667,76963,26026,0.33816249366578743,0.028504814814814813,12827.166666666666,3577.9029984987947,6596,22861,0.28852631118498756,0.9583333333333334,1,0
200000,2,3,1,36,1,-2,-2,-1,-1,-1,-5,-5,-5,2999,4804,4402,0,0,3004,4804,5008,169,0,1,1,0.16666666666666666,1,2031.6666666666667,2164.1666666666665,12190,12985,1.065217391304348,0.010170833333333334,2034.1666666666667,2412.855272631715,0,-5,0.0,0.9791666666666666,1,0
200000,2,1,1,36,-1,-1,-1,-1,-1,-1,2444,1301,3207,3284,1111,8349,1301,3210,3284,1111,8349,4249,0,0,0,0.0,0,3282.6666666666665,3584.0,19696,21504,1.091795288383428,0.016413333333333332,3282.6666666666665,2634.583230797615,1301,2444,0.5323240589198036,1.0,1,0
100000,2,3,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.16666666666666666,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.9791666666666666,0,1
60000,1,2,1,39,-1,0,0,0,0,0,14085,14575,18423,13099,14537,16928,2000,5000,4000,2000,5000,2000,0,0,0,0.0,0,15274.5,3333.3333333333335,91647,20000,0.21822863814418367,0.254575,15274.5,1505.545305418162,2000,14085,0.1419950301739439,1.0,1,0
230000,2,2,1,37,0,0,0,0,0,0,16302,15849,16884,17620,18353,18901,1265,1300,1001,1000,1000,1000,0,0,0,0.0,0,17318.166666666668,1094.3333333333333,103909,6566,0.06318990655284913,0.0752963768115942,17318.166666666668,146.17341299520467,1265,16302,0.07759784075573549,1.0,1,0
230000,2,2,2,29,0,0,0,0,0,0,24524,24897,22219,23512,12894,15183,3000,4000,3047,3000,3000,3000,0,0,0,0.0,0,20538.166666666668,3174.5,123229,19047,0.15456588952275843,0.0892963768115942,20538.166666666668,404.84750215358866,3000,24524,0.12232914695808188,1.0,1,0
60000,1,2,1,46,-1,0,-1,0,0,0,3046,286,6466,6469,5364,3664,285,6466,3,5,10,15219,0,0,0,0.0,0,4215.833333333333,3664.6666666666665,25295,21988,0.8692627001383673,0.07026388888888889,4215.833333333333,6211.759578949162,285,3046,0.09356533158240316,1.0,1,0
160000,2,1,1,34,1,-2,-2,-1,-1,-2,5520,0,0,708,560,0,0,0,708,560,0,560,0,1,1,0.16666666666666666,1,1131.3333333333333,304.6666666666667,6788,1828,0.26929876252209783,0.007070833333333333,1131.3333333333333,338.0926894605482,0,5520,0.0,0.9791666666666666,1,0
310000,1,1,1,34,-1,-1,-2,-1,-1,0,493,-7,-7,500,736,739,0,0,507,736,3,797,1,0,0,0.0,0,409.0,340.5,2454,2043,0.8325183374083129,0.0013268817204301075,411.3333333333333,384.27112824150606,0,493,0.0,1.0,0,1
430000,2,1,2,30,-1,-1,-1,-1,-1,-1,31423,3650,44671,81979,9120,85407,3650,44671,82555,9120,85407,14261,0,0,0,0.0,0,42708.333333333336,39944.0,256250,239664,0.9352741463414634,0.0993217054263566,42708.333333333336,36964.62124789053,3650,31423,0.1161569550965853,1.0,1,0
240000,2,1,1,47,1,-2,-2,-1,0,0,-40,-40,-40,1160,1160,0,0,0,1200,0,0,0,0,1,1,0.16666666666666666,1,366.6666666666667,200.0,2200,1200,0.5454545454545454,0.0016111111111111111,386.6666666666667,489.89794855663564,0,-40,0.0,0.9791666666666666,1,0
60000,1,2,2,29,0,0,0,0,0,0,54050,54555,15177,16610,16821,20048,2500,2000,2000,628,3525,3000,0,0,0,0.0,0,29543.5,2275.5,177261,13653,0.07702201837967743,0.49239166666666667,29543.5,1000.2607160135801,2500,54050,0.04625346901017576,1.0,1,0
30000,1,2,2,28,0,0,0,0,0,-2,26054,25144,25775,18585,0,0,2000,2000,2000,0,0,0,0,0,0,0.0,0,15926.333333333334,1000.0,95558,6000,0.06278909144184684,0.5308777777777778,15926.333333333334,1095.4451150103323,2000,26054,0.07676364473785215,1.0,1,0
180000,1,2,1,30,-1,-1,-1,-1,0,-1,375,375,375,750,375,399,375,375,750,0,399,399,1,0,0,0.0,0,441.5,383.0,2649,2298,0.8674971687429218,0.0024527777777777777,441.5,237.49442098710446,375,375,1.0,1.0,0,1
20000,1,2,2,24,1,2,3,2,2,2,16706,18342,17755,17967,17538,18647,2200,0,800,0,1401,0,0,6,3,2.0,1,17825.833333333332,733.5,106955,4401,0.04114814641671731,0.8912916666666666,17825.833333333332,918.1140996629994,2200,16706,0.13168921345624326,0.75,1,0
30000,1,1,2,24,2,2,0,0,0,0,16035,15493,16197,16669,16865,17199,0,1270,742,613,615,646,1,2,2,0.6666666666666666,2,16409.666666666668,647.6666666666666,98458,3886,0.03946860590302464,0.546988888888889,16409.666666666668,404.4604636632197,0,16035,0.0,0.9166666666666666,0,1
320000,2,2,1,55,-2,-2,-2,-2,-2,-2,11973,4076,7879,5436,51529,18088,4093,7917,5459,51787,18178,3659,0,0,0,0.0,0,16496.833333333332,15182.166666666666,98981,91093,0.9203079378870692,0.05155260416666666,16496.833333333332,18718.784388059677,4093,11973,0.341852501461622,1.0,1,0
500000,1,2,2,32,-1,-1,0,0,0,-1,264,286,550,286,22,14454,286,528,0,128,15239,100000,1,0,0,0.0,0,2643.6666666666665,19363.5,15862,116181,5.0,0.005287333333333333,2643.6666666666665,39957.3104487777,286,264,1.0833333333333333,1.0,0,1
170000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,0
20000,2,2,2,24,0,0,0,0,0,0,21838,20544,19991,20305,19349,20467,2349,1296,1000,696,2213,0,0,0,0,0.0,0,20415.666666666668,1259.0,122494,7554,0.06166832661191569,1.0207833333333334,20415.666666666668,902.0771585623926,2349,21838,0.10756479531092591,1.0,1,0
360000,2,1,2,29,0,0,0,0,0,-1,73753,61008,49781,12846,4548,9820,5121,10180,41,22,9865,14847,0,0,0,0.0,0,35292.666666666664,6679.333333333333,211756,40076,0.1892555582840628,0.09803518518518518,35292.666666666664,5998.8311750429075,5121,73753,0.06943446368283324,1.0,1,0
90000,2,1,2,24,0,0,0,0,0,2,30639,25390,27618,26382,27546,17660,2913,9000,0,2000,0,10639,0,1,2,0.3333333333333333,0,25872.5,4092.0,155235,24552,0.15816020871581796,0.28747222222222224,25872.5,4608.841633208935,2913,30639,0.09507490453343778,0.9583333333333334,1,0
100000,2,1,1,40,-1,-1,-1,0,-1,-1,390,390,780,390,390,7140,390,780,0,390,7140,1230,0,0,0,0.0,0,1580.0,1655.0,9480,9930,1.0474683544303798,0.0158,1580.0,2719.2259928148674,390,390,1.0,1.0,1,0
100000,1,1,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.9791666666666666,1,0
170000,1,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,1012,0,0,0,0,1012,0,0,492,0,0,0,0.0,0,168.66666666666666,250.66666666666666,1012,1504,1.4861660079051384,0.000992156862745098,168.66666666666666,421.7120660672002,0,0,0.0,1.0,1,0
100000,2,2,2,32,2,0,0,0,2,2,50332,52644,54905,58133,60197,59226,3000,3000,4000,3000,0,4300,0,3,2,1.0,2,55906.166666666664,2883.3333333333335,335437,17300,0.05157451324689882,0.5590616666666667,55906.166666666664,1523.701633085253,3000,50332,0.05960422792656759,0.875,1,0
20000,1,1,2,27,-1,-1,2,-1,0,-1,1760,2699,1261,780,390,1320,2200,0,780,0,1320,0,0,1,2,0.3333333333333333,0,1368.3333333333333,716.6666666666666,8210,4300,0.5237515225334958,0.06841666666666667,1368.3333333333333,906.5465606722397,2200,1760,1.25,0.9583333333333334,1,0
220000,1,2,1,32,-1,-1,-1,-1,-1,-1,1565,3067,5797,1195,1797,1195,3082,5820,1198,1802,1198,1802,0,0,0,0.0,0,2436.0,2483.6666666666665,14616,14902,1.019567597153804,0.011072727272727272,2436.0,1773.377530777546,3082,1565,1.969329073482428,1.0,1,0
470000,2,1,2,31,-2,-2,-2,-2,-2,-2,22988,10353,5603,11685,5093,2791,10363,5910,13380,5093,2791,9527,0,0,0,0.0,0,9752.166666666666,7844.0,58513,47064,0.8043340796062414,0.020749290780141844,9752.166666666666,3915.7709841102815,10363,22988,0.4508004176091874,1.0,1,0
100000,2,2,2,24,0,-1,-1,-1,-1,-1,13391,10577,8905,0,4290,0,10608,8944,200,4290,0,0,0,0,0,0.0,0,6193.833333333333,4007.0,37163,24042,0.6469337782202729,0.06193833333333333,6193.833333333333,4788.164700592493,10608,13391,0.7921738481069375,1.0,1,0
10000,1,2,2,23,-1,-1,0,-1,-1,-1,1504,6007,6470,390,0,780,6007,1000,390,0,780,0,0,0,0,0.0,0,2525.1666666666665,1362.8333333333333,15151,8177,0.5397003498118936,0.25251666666666667,2525.1666666666665,2310.872598536463,6007,1504,3.9940159574468086,1.0,1,0
230000,2,1,2,29,-1,-1,-1,-1,0,-1,2521,-1000,12009,5627,215,3039,0,13009,8018,0,3039,2000,0,0,0,0.0,0,3735.1666666666665,4344.333333333333,22411,26066,1.1630895542367587,0.01696449275362319,3901.8333333333335,5167.56293301462,0,2521,0.0,1.0,1,0
50000,2,1,2,28,2,2,2,2,2,2,31336,32039,32714,32482,33807,34398,1500,1500,600,2000,1300,1500,0,6,2,2.0,2,32796.0,1400.0,196776,8400,0.04268813269910965,0.65592,32796.0,456.0701700396552,1500,31336,0.04786826653050804,0.75,1,0
50000,1,3,1,30,0,0,0,0,0,0,50545,49502,46418,19980,19751,20477,2603,1621,1000,1000,1204,1000,1,0,0,0.0,0,34445.5,1404.6666666666667,206673,8428,0.04077939547013882,0.68891,34445.5,634.7181001568072,2603,50545,0.051498664556335935,1.0,0,1
120000,2,2,2,30,0,0,0,0,0,0,116887,117419,116281,117392,117791,112505,4615,7175,4529,4625,4029,4237,0,0,0,0.0,0,116379.16666666667,4868.333333333333,698275,29210,0.04183165658229208,0.969826388888889,116379.16666666667,1154.3231205631578,4615,116887,0.03948257718993558,1.0,1,0
160000,2,1,1,33,-1,-1,-1,-1,-1,-1,2355,2714,12094,2855,3803,8911,2719,15000,2855,3803,8911,0,1,0,0,0.0,0,5455.333333333333,5548.0,32732,33288,1.0169864352926798,0.03409583333333333,5455.333333333333,5472.310152029031,2719,2355,1.1545647558386412,1.0,0,1
120000,1,1,2,27,-1,-1,-1,-1,-1,-1,880,880,880,880,880,1030,880,880,880,880,1030,880,0,0,0,0.0,0,905.0,905.0,5430,5430,1.0,0.007541666666666667,905.0,61.237243569579455,880,880,1.0,1.0,1,0
30000,2,2,2,21,0,0,0,0,0,0,26757,26831,26620,26134,26865,25752,1520,1339,852,2067,1400,100,0,0,0,0.0,0,26493.166666666668,1213.0,158959,7278,0.045785391201504794,0.8831055555555556,26493.166666666668,669.850729640567,1520,26757,0.05680756437567739,1.0,1,0
180000,2,1,2,29,-2,-2,-2,-2,-2,-2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,16.666666666666668,0.0,100,0,0.0,9.25925925925926e-05,16.666666666666668,0.0,0,100,0.0,1.0,1,0
30000,1,1,2,23,0,0,0,0,0,0,30287,28171,29410,29705,28647,28776,1496,1735,1030,1017,1033,989,0,0,0,0.0,0,29166.0,1216.6666666666667,174996,7300,0.041715239205467554,0.9722,29166.0,318.42529212778726,1496,30287,0.049394129494502594,1.0,1,0
200000,2,1,1,40,-1,-1,-1,-1,-2,-2,3266,390,11314,-71,-467,-863,390,11320,0,0,0,2000,0,0,0,0.0,0,2261.5,2285.0,13569,13710,1.0103913331859384,0.012475,2495.0,4493.710048501127,390,3266,0.11941212492345377,1.0,1,0
10000,2,2,2,33,0,0,0,0,0,0,7659,18814,19570,19967,9908,9646,11400,1135,532,449,693,10000,0,0,0,0.0,0,14260.666666666666,4034.8333333333335,85564,24209,0.2829344116684587,1.4260666666666666,14260.666666666666,5187.173003348419,11400,7659,1.4884449667058364,1.0,1,0
230000,1,2,2,39,0,0,0,0,0,0,35289,27678,13800,10238,6968,4704,1646,1017,214,406,412,1420,0,0,0,0.0,0,16446.166666666668,852.5,98677,5115,0.051835787468204345,0.07150507246376812,16446.166666666668,596.6311255709008,1646,35289,0.04664342996401145,1.0,1,0
200000,2,3,1,53,0,0,0,0,0,0,126027,129008,130376,133207,136159,138741,6500,5000,5000,5100,5000,5400,0,0,0,0.0,0,132253.0,5333.333333333333,793518,32000,0.04032674747138691,0.661265,132253.0,592.1711464320655,6500,126027,0.051576249533830054,1.0,1,0
110000,1,2,1,46,0,0,0,0,2,0,44953,47315,46997,50740,49115,49529,3087,1769,4512,0,1930,1601,1,1,2,0.3333333333333333,0,48108.166666666664,2149.8333333333335,288649,12899,0.044687492421591625,0.4373469696969697,48108.166666666664,1521.477888983822,3087,44953,0.06867172380041377,0.9583333333333334,0,1
50000,1,2,1,40,0,0,0,0,0,0,18485,10767,9775,10122,9146,9341,1166,1200,481,321,336,174,0,0,0,0.0,0,11272.666666666666,613.0,67636,3678,0.05437932462002484,0.2254533333333333,11272.666666666666,452.22030029621624,1166,18485,0.06307817149039761,1.0,1,0
50000,2,1,2,23,0,0,0,0,-1,0,48482,47226,11151,-2897,48211,48154,2500,3002,1500,52000,1900,1800,0,0,0,0.0,0,33387.833333333336,10450.333333333334,200327,62702,0.3129982478647412,0.6774133333333333,33870.666666666664,20362.24547211497,2500,48482,0.051565529474856646,1.0,1,0
220000,1,1,1,43,-2,-2,-2,-2,-2,-2,7695,2701,98376,3874,5226,14973,2725,98875,3893,5252,15047,3980,0,0,0,0.0,0,22140.833333333332,21628.666666666668,132845,129772,0.9768677782377959,0.10064015151515152,22140.833333333332,38110.07079849979,2725,7695,0.3541260558804418,1.0,1,0
500000,1,1,1,43,-1,-1,2,-1,-1,0,14132,35814,20089,28077,132588,115442,35820,18,28077,132588,28500,20000,0,1,2,0.3333333333333333,0,57690.333333333336,40833.833333333336,346142,245003,0.707810667298392,0.11538066666666667,57690.333333333336,46602.16031222873,35820,14132,2.534673082366261,0.9583333333333334,1,0
140000,1,1,1,43,0,0,0,0,0,0,100021,95122,84315,70871,70923,64202,4535,2856,2503,2378,3014,2048,0,0,0,0.0,0,80909.0,2889.0,485454,17334,0.03570678169301314,0.5779214285714286,80909.0,876.747169941255,4535,100021,0.0453404784995151,1.0,1,0
50000,2,1,2,30,2,0,0,0,0,0,2989,4008,4861,4958,5244,8134,1228,1081,178,366,3156,0,0,1,2,0.3333333333333333,2,5032.333333333333,1001.5,30194,6009,0.19901304895012253,0.10064666666666666,5032.333333333333,1164.8611505239583,1228,2989,0.41083974573435933,0.9583333333333334,1,0
50000,1,2,2,24,0,0,0,0,0,0,7240,8264,9273,9609,9657,9927,2644,1153,489,351,431,198,0,0,0,0.0,0,8995.0,877.6666666666666,53970,5266,0.09757272558828979,0.1799,8995.0,925.8120039547266,2644,7240,0.3651933701657459,1.0,1,0
150000,2,1,2,32,0,0,0,0,0,0,116908,107164,110884,111706,113942,116626,4000,5500,4145,4186,4630,4000,0,0,0,0.0,0,112871.66666666667,4410.166666666667,677230,26461,0.03907239785597212,0.7524777777777778,112871.66666666667,581.9107892681374,4000,116908,0.034214938242036474,1.0,1,0
150000,1,1,2,35,1,2,2,2,2,2,143376,145607,146509,148507,152044,136643,6000,4500,5100,5322,20,5033,0,6,2,1.8333333333333333,1,145447.66666666666,4329.166666666667,872686,25975,0.02976442844276177,0.969651111111111,145447.66666666666,2166.336485097979,6000,143376,0.041848008034817544,0.7708333333333334,1,0
240000,1,3,1,43,0,0,0,0,0,0,191453,193548,190288,186770,180458,178722,8500,8300,7000,7000,7000,6500,0,0,0,0.0,0,186873.16666666666,7383.333333333333,1121239,44300,0.03950986364191756,0.7786381944444444,186873.16666666666,813.4289561274953,8500,191453,0.04439731944654824,1.0,1,0
180000,1,1,2,31,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0,6,7,5.333333333333333,2,2400.0,0.0,14400,0,0.0,0.013333333333333334,2400.0,0.0,0,2400,0.0,0.33333333333333337,1,0
240000,1,2,1,44,-1,-1,-1,-1,0,-1,5428,9054,13158,6507,2955,1092,9064,13158,6860,2295,1092,2076,0,0,0,0.0,0,6365.666666666667,5757.5,38194,34545,0.9044614337330471,0.026523611111111112,6365.666666666667,4779.646168912506,9064,5428,1.6698599852616065,1.0,1,0
150000,2,1,2,27,0,0,0,0,0,2,138066,140522,138722,130494,147851,145535,5767,6100,30000,19227,0,2606,0,1,2,0.3333333333333333,0,140198.33333333334,10616.666666666666,841190,63700,0.07572605475576268,0.9346555555555556,140198.33333333334,11581.497203154118,5767,138066,0.04176987817420654,0.9583333333333334,1,0
260000,2,3,1,41,-1,-1,-2,-1,-1,-1,1145,-4,-4,2177,158,0,4,0,2181,158,0,0,0,0,0,0.0,0,578.6666666666666,390.5,3472,2343,0.6748271889400922,0.0022307692307692306,580.0,879.4088355253203,4,1145,0.0034934497816593887,1.0,1,0
160000,2,1,1,34,-1,-1,-1,-1,-1,-1,430,430,430,850,3350,4874,430,430,850,3350,4874,9858,0,0,0,0.0,0,1727.3333333333333,3298.6666666666665,10364,19792,1.9096873793901967,0.010795833333333333,1727.3333333333333,3686.8314128349657,430,430,1.0,1.0,1,0
290000,2,2,1,39,0,0,0,0,0,0,58281,62061,65710,69452,73627,77890,5000,5000,5000,5000,5000,7000,0,0,0,0.0,0,67836.83333333333,5333.333333333333,407021,32000,0.0786200220627437,0.2339201149425287,67836.83333333333,816.4965809277261,5000,58281,0.08579125272387228,1.0,1,0
240000,1,1,2,48,0,0,0,0,0,0,116058,117196,121245,122736,125599,128506,4500,6000,5000,5000,5000,5000,0,0,0,0.0,0,121890.0,5083.333333333333,731340,30500,0.04170426887630924,0.507875,121890.0,491.5960401250876,4500,116058,0.03877371658998087,1.0,1,0
50000,1,2,1,56,1,2,0,0,0,0,32134,30391,10725,10541,10052,10400,0,1159,365,448,600,0,0,2,2,0.5,1,17373.833333333332,428.6666666666667,104243,2572,0.024673119538002553,0.34747666666666666,17373.833333333332,432.3608061176066,0,32134,0.0,0.9375,1,0
170000,2,3,1,46,-1,-1,-1,-1,-1,0,246,123,5436,1229,93787,95816,123,5436,1229,93970,4000,3348,0,0,0,0.0,0,32772.833333333336,18017.666666666668,196637,108106,0.5497744575029114,0.19278137254901961,32772.833333333336,37258.093878601285,123,246,0.5,1.0,1,0
130000,2,1,1,46,0,0,0,0,0,0,147582,138996,140558,90522,90917,92330,5394,4229,3211,3297,3312,3381,1,0,0,0.0,0,116817.5,3804.0,700905,22824,0.032563614184518586,0.8985961538461539,116817.5,864.6867640943742,5394,147582,0.03654917266333293,1.0,0,1
80000,1,1,2,27,1,-2,-2,-1,0,0,0,0,0,8956,8956,0,0,0,8956,0,0,0,0,1,1,0.16666666666666666,1,2985.3333333333335,1492.6666666666667,17912,8956,0.5,0.03731666666666667,2985.3333333333335,3656.271689394357,0,0,0.0,0.9791666666666666,1,0
30000,1,1,1,45,0,0,0,0,0,-2,29029,27381,28945,29373,0,0,2000,2138,1102,0,0,0,0,0,0,0.0,0,19121.333333333332,873.3333333333334,114728,5240,0.0456732445436162,0.6373777777777777,19121.333333333332,1020.7038094700473,2000,29029,0.06889662062075855,1.0,1,0
100000,2,3,1,40,0,0,0,0,0,0,97763,93834,86360,77594,78030,78506,4500,3000,3000,3000,3000,3000,0,0,0,0.0,0,85347.83333333333,3250.0,512087,19500,0.03807946696557421,0.8534783333333333,85347.83333333333,612.3724356957945,4500,97763,0.04602968403179117,1.0,1,0
10000,1,2,2,23,2,0,0,0,0,0,8638,8958,9414,9344,9545,9586,1294,1150,480,500,348,402,0,1,2,0.3333333333333333,2,9247.5,695.6666666666666,55485,4174,0.07522753897449762,0.92475,9247.5,413.8432875699045,1294,8638,0.1498031951840704,0.9583333333333334,1,0
320000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,200,3663,992,1627,6661,200,3696,997,1635,6694,2508,0,0,0,0.0,0,2190.5,2621.6666666666665,13143,15730,1.1968348170128587,0.0068453125,2190.5,2333.603793849047,200,0,0.0,1.0,1,0
50000,1,2,1,36,0,0,0,-2,-2,-2,48612,50525,0,0,0,0,3000,0,0,0,0,0,0,0,0,0.0,0,16522.833333333332,500.0,99137,3000,0.03026115375692224,0.3304566666666666,16522.833333333332,1224.744871391589,3000,48612,0.06171315724512466,1.0,1,0
80000,1,1,2,29,1,2,2,-2,-2,-2,49373,49812,0,0,0,0,1980,19800,0,0,0,0,1,3,2,0.8333333333333334,1,16530.833333333332,3630.0,99185,21780,0.21958965569390532,0.20663541666666665,16530.833333333332,7961.143133997781,1980,49373,0.04010289024365544,0.8958333333333334,0,1
70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,1,0,0,0.0,0,25199.0,3203.6666666666665,151194,19222,0.1271346746564017,0.3599857142857143,25199.0,1973.2062909555773,3003,23409,0.12828399333589646,1.0,0,1
700000,2,2,2,28,0,0,0,0,0,0,16262,12219,9861,6384,5126,2680,2192,2015,1005,1009,1000,1000,0,0,0,0.0,0,8755.333333333334,1370.1666666666667,52532,8221,0.1564950887078352,0.012507619047619049,8755.333333333334,570.7985342190944,2192,16262,0.13479276841716886,1.0,1,0
360000,2,1,2,26,-1,-1,-1,-1,-1,-1,7142,44008,21715,5064,9147,6068,44234,21823,5089,9192,6098,16495,0,0,0,0.0,0,15524.0,17155.166666666668,93144,102931,1.1050738641243665,0.04312222222222222,15524.0,14742.815462681023,44234,7142,5.0,1.0,1,0
380000,1,1,2,30,0,0,0,0,0,0,192132,148842,177842,120027,97256,108213,10123,50434,7132,11068,20050,35925,0,0,0,0.0,0,140718.66666666666,22455.333333333332,844312,134732,0.15957608088005382,0.37031228070175437,140718.66666666666,17242.88657582212,10123,192132,0.05268773551516666,1.0,1,0
50000,1,2,2,40,0,0,0,0,0,0,42807,32187,48600,7514,9336,-177,10000,21019,1500,3000,1210,7900,0,0,0,0.0,0,23377.833333333332,7438.166666666667,140267,44629,0.31817177240548383,0.46814666666666666,23407.333333333332,7549.36448760203,10000,42807,0.23360665311748077,1.0,1,0
20000,1,2,1,45,1,2,0,0,0,-2,20011,10753,10853,10670,-120,-120,0,10600,800,0,0,0,1,2,2,0.5,1,8674.5,1900.0,52047,11400,0.2190327972793821,0.435725,8714.5,4274.108094094018,0,20011,0.0,0.9375,0,1
350000,2,1,2,33,0,0,0,0,0,0,314994,322472,244792,140218,181571,167905,12695,9790,5302,95621,11920,6107,1,0,0,0.0,0,228658.66666666666,23572.5,1371952,141435,0.10309034135305026,0.6533104761904761,228658.66666666666,35422.871937492586,12695,314994,0.04030235496549141,1.0,0,1
80000,2,1,2,29,1,-2,-1,0,-1,-1,0,0,8061,8061,9390,4337,0,8061,0,9390,4500,0,1,1,1,0.16666666666666666,1,4974.833333333333,3658.5,29849,21951,0.7354015209889778,0.06218541666666666,4974.833333333333,4314.952780738163,0,0,0.0,0.9791666666666666,0,1
